Fiche technique,Famille,Sous famille
PETIT DEJEUNER POINT A JEUDI */,Z_PETIT DÉJEUNER,PT DÉJ
PETIT DEJEUNER POINT A LUNDI */,Z_PETIT DÉJEUNER,PT DÉJ
PETIT DEJEUNER POINT A MARDI */,Z_PETIT DÉJEUNER,PT DÉJ
PETIT DEJEUNER POINT A MERCREDI */,Z_PETIT DÉJEUNER,PT DÉJ
PETIT DEJEUNER POINT A VENDREDI */,Z_PETIT DÉJEUNER,PT DÉJ
PETIT DEJEUNER PREVERT JEUDI */,Z_PETIT DÉJEUNER,PT DÉJ
PETIT DEJEUNER PREVERT LUNDI */,Z_PETIT DÉJEUNER,PT DÉJ
PETIT DEJEUNER PREVERT MARDI */,Z_PETIT DÉJEUNER,PT DÉJ
PETIT DEJEUNER PREVERT MERCREDI */,Z_PETIT DÉJEUNER,PT DÉJ
PETIT DEJEUNER PREVERT VENDREDI */,Z_PETIT DÉJEUNER,PT DÉJ
ASSORTIMENT DE CANAPES TRAITEUR,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ASSORTIMENT DE GUIMAUVE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ASSORTIMENT DE MACARONS,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ASSORTIMENT DE MIGNARDISES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ASSORTIMENT GUIMAUVE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ASSORTIMENT MINI CHOU SUCREE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ASSORTIMENT MINI ECLAIR VEGETARIEN,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ASSORTIMENT MINI MORICETTE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ASSORTIMENT MINI QUICHE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BLINIS AU SAUMON/CREVETTE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BOUCHEE FOCACCIA VEGET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BOUCHON CHATAIGNE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BOUCHON MIEL AU ROMARIN,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BROCHETTE AGUILLETTE POULET MARINE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BROCHETTE AGUILLETTE POULET/EXOTIQUE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BROCHETTE D'AGUILLETTE  POULET A LA CHINOISE  BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BROCHETTE DE POULET YAKITORI,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BROCHETTE SAUMON MARINE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BROCHETTE TOMATE/MOZARRELLA  BC,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BROWNIE A LA COURGETTE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
BUCHETTE SAUMON/COLIN SUR PAIN MALTE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CAKE A LA CAROTTE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CAKE AU CHOU ROUGE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CAKE AU OLIVES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CAKE OLIVE/JAMBON,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CAKE TOMATE CONFITE/POIVRONS,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CHAUSSON CHEVRE/FRUITS SECS,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CHOCO TRESOR,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CHOUQUETTE A CUIRE( 1PIECE) ,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
"COCA COLA BOUTEILLE 1,5L",Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
COCKTAIL APERITIF S/S ALCOOL,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
COCKTAIL CHAMPAGNE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
COCKTAIL VIN CHAMPAGNISÉ,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
COCKTAIL VIN ET KIR,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
COCKTAIL VIN ET VIN CHAMPAGNISÉ,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CORBEILLE DE FRUITS ,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CREME RADIS NOIR/CORIANDE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CROQUILLE/ESCARGOT (2 PCES),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CUBE POLAIRE GARNI,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CUILLERE COCKTAIL/CREVETTE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CUILLERE MAGRET/CHUTNEY D'OIGNON,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
CURRY/CREVETTES À L'INDIENNE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
DIPS/CERVELLE DE CANUT,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
DUO DE MUFFIN,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
EAU PLATE ET GAZEUSE COCKTAIL*/,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ENERGY BALL,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
FEUILLETE D'ESCARGOT AU PASTIS /*,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
FOCACCIA  AUX LEGUMES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
GATEAU AU CHOCOLAT FONDANT,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
GOUGERE EMMENTAL*/,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
JAMBON CRU SERRANO (9 MOIS TRANCHE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MACARON CREME DIPLOMATE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MAGRET CANARD AUX 5 ÉPICES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI BEIGNET CHOCOLAT,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI BROCHETTE DE FRUITS */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI BROCHETTE TOMATE/MOZZARELLA */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI CANNELE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI CHOU PARFUM VANILLE */ (1PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI CHOUX CHANTILLY */(1 PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI CLAFOUTIS,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI DOUCEUR EN VERRINE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI FEUILLETE SALE A CUIRE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI FEUILLETÉ SALES POUR COCKTAIL,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI FONDANT CHATAIGNE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI GAUFRE À CUIRE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI LINGOT PAIN EPICE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI MADELEINE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI MOELLEUX CHOCOLAT COEUR,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI MUFFIN CHOCOLAT/NOISETTE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TARTELETTE  A L'OIGNON/ROQUETTE */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TARTELETTE  AU POIREAU */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TARTELETTE  AU SAUMON */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TARTELETTE ANANAS*/ (1 PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TARTELETTE CHOCOLAT */(1 PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TARTELETTE CITRON*/ (1 PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TARTELETTE FRAISE */ (1 PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TARTELETTE FRAMBOISES */ (1 PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TARTELETTE PRALINE */ (1 PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TARTELETTE SUCRÉ AU PANAIS,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TARTELETTE SUCREE AUX CAROTTES*/,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TATIN,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
MINI TROPEZIENNE ,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
NAVETTE AU THON */ 1 PIECES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
NAVETTE COCKTAIL SURG*/( 1 PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
NAVETTE JAMBON SERRANO */ 1PCE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
NAVETTE MAGRET DE CANARD FUME */ 1PCE ,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
NEM AU PORC,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
NEM VEGETARIEN,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
OEUF PARFAIT AUTOUR DE LA CAROTTE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ORANGINA BOUTEILLE 1.5L */,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PAIN DE CAMPAGNE 1KG,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PAIN SURPRISE GARNIE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PAIN SURPRISE GARNIE VEGETARIEN,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PANACHE DE VERRINE SALÉES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PANACHE FEUILLETES EXOTIQUES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PARIS BREST +++,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PIZZA  A LA GRECQUE /* BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PIZZA  AU 2 FROMAGES /* BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PIZZA  AU SAUMON ROSE /* BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PLATEAU CANAPES PRESTIGE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PLATEAU CHARCUTERIES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PLATEAU DE MINI BAGELS,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PLATEAU DOUCEUR,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PLATEAU MINI BURGER,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PLATEAU MINI PANINI,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PUDDING GRAINE DE CHIA COULIS FUITS ROUGES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
PUMPKIM PIE TIRAMISU,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
RIZ CANTONAIS /CA,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ROSBEEF FROID CUIT/* BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ROSEBEEF FROID /* BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ROSEBEEF FROID MOUTARDE ANCIENNE / PLATEAU REPAS,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
SALADE ASTUCIEUSE COEUR DE BLÉ,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
SAUMON EN CROUTE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
SAUTE DE LEGUMES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
STEAK D'EPINARD (FRAIS),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
STEAK DE CHOUX FLEUR FRAIS  (0 DECHETS),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TABOULE PERLES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TAPENADE OLIVES NOIRES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TARTE AUX  POMMES  */ PLATEAU,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TARTELETTE  AUX POIREAUX  */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TARTELETTE  LORRAINE */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TARTELETTE BUDDHA BOWL,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TARTELETTE MOUSSE CHOCOLAT,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TARTINE DE HOUMOUS,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TARTINE GUACAMOLE ET FEVE A LA MENTHE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TIMBALE DE SAUMON BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TOAST GUACAMOLE */ (1 PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TOAST TAPENADE */ (1 PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TRILOGIE DE TOMATES,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
TRIO MINI BEIGNETS/FRUITS,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VELOUTE DE COURGES GLACE  */,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE AU CONCOMBRE ET AU JAMBON /* BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE AVOCAT CREME SAUMON*/ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE BETTERAVE ROUGE ACIDULEE IODEE */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE COCKTAIL EFFILOCHE SAUMON/*,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE CONCOMBRE/JAMBON CRU */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE CREME DE PETIT POIS MENTHOLE /* BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE CREVETTES AU FRUITS DE LA PASSION */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE CUILLÈRE A LA  TAPENADE */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE D'ASPERGE VERTE AUX CREVETTES */,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE D'AVOCAT/THON/TOMATE */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE DE LENTILLE A LA LYONNAISE,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE DE RILLETTE DE COURGETTE MENTHOLÉE */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE DE SAUMON FUME REVISITE */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE DE SAUMON FUME RICOTTA */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE DE TARTARE SAUMON/POMMES */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE GUACAMOLE ET NACHOS */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE HOUMOUS AU POIS CHICHE */ BUFFET,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE PANACOTTA FRAMBOISE/ ( 1 PIECE),Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE VIENNOIS CHOCOLAT,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VERRINE VIENNOISE CHOCOLAT,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
VIRGIN MOJITO,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
WRAP DE SOCCA,Z_PRESTATION ANNEXE,BUFFETS/COCKTAILS 
ASSIETTE DE FROMAGES CONGRES,Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
CAKE DES DE JAMBON,Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
CONGRES CAFE,Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
CONGRES CHABLIS,Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
CONGRES ST JOSEPH ROUGE,Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
CONGRES/ EAU PLATE ET GAZEUSE,Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
FOIE GRAS MAISON,Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
FRICASSEE DE CREVETTE */  (CONGRES),Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
JAMBON SERRANO TRANCHE (9 MOIS),Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
KIR   CONGRES,Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
MARSANNE BLANC */ (CONGRES) ,Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
PIEMONTAISE AU SAUMON */,Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
SALADE DE MACHES*/ CONGRES),Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
TIRAMISU AU SPECULOS */ (CONGRES),Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
VERRINE MOUSSE CHOCOLAT*/ (1 PIECE),Z_PRESTATION ANNEXE,CONGRES/REPAS D'AFFAIRE
MINI VIENNOISERIE 2 PAX,Z_PRESTATION ANNEXE,PAUSES CAFÉS
PAUSE CAFE DU DIRECTEUR,Z_PRESTATION ANNEXE,PAUSES CAFÉS
PAUSE CAFE FRIANDISES,Z_PRESTATION ANNEXE,PAUSES CAFÉS
PAUSE CAFE VIENNOISERIE,Z_PRESTATION ANNEXE,PAUSES CAFÉS
PAUSE CAFE/JUS DE FRUIT,Z_PRESTATION ANNEXE,PAUSES CAFÉS
PAUSE CAFE/THE,Z_PRESTATION ANNEXE,PAUSES CAFÉS
PETIT DEJEUNER SPORTIF SHN */,Z_PRESTATION ANNEXE,PETIT DEJEUNER V.I.P
PETIT DEJEUNER VIP 2 */ (4.20 €),Z_PRESTATION ANNEXE,PETIT DEJEUNER V.I.P
AIGUILLETTE POULET LAIT/ECHALOTE,Z_PRESTATION ANNEXE,PLATEAUX REPAS
AIGUILLETTE POULET SCE ORANGE,Z_PRESTATION ANNEXE,PLATEAUX REPAS
ASSIETTE DE MORBIER,Z_PRESTATION ANNEXE,PLATEAUX REPAS
BALLOTINE DE SAUMON PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
BALLOTINE DE VOLAILLE PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
BLEU DES COSSES,Z_PRESTATION ANNEXE,PLATEAUX REPAS
BRIE DE MEAUX / PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
BROCHETTE BOEUF AU SESAME,Z_PRESTATION ANNEXE,PLATEAUX REPAS
BROCHETTE CANARD/MIEL,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CABILLAUD GELEE D'ORANGE,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CABILLAUD SCE A L'ORANGE,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CABILLAUD SCE AIOLI,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CAKE DE CHOU ROUGE ET SAUMON,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CAVIAR D'AUBERGINES,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CELERI REMOULADE MA FACON,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CERVELLE DE CANUT VERRINE,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CHAMPIGNONS FOREST PERSILLÉS  PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CHEESECAKE AUX FRUITS ROUGES / FT UCP,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CHOUX A LA CHANTILLY,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CHX ROUGE/BETTERAVE,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CLAFOUTIS DE CHAMPIGNONS CURRY,Z_PRESTATION ANNEXE,PLATEAUX REPAS
COLESLAW FROMAGE BLANC,Z_PRESTATION ANNEXE,PLATEAUX REPAS
COMTE AOP,Z_PRESTATION ANNEXE,PLATEAUX REPAS
COROLLE DE CHEVRE/BACON,Z_PRESTATION ANNEXE,PLATEAUX REPAS
COURGE BETTERNUT ROTIE,Z_PRESTATION ANNEXE,PLATEAUX REPAS
COURGE INFINIMENT NOISETTES,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CRAQUANT 3 CHOCOLAT,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CREME FOUETTEE CITRON,Z_PRESTATION ANNEXE,PLATEAUX REPAS
CUBE CHOCOLAT/COEUR ACIDULE */ PLATEAU (12 PCE),Z_PRESTATION ANNEXE,PLATEAUX REPAS
DACQUOISE/FRUITS ROUGES,Z_PRESTATION ANNEXE,PLATEAUX REPAS
DIPS/CERVELLE DE CANUT/SCE SOJA,Z_PRESTATION ANNEXE,PLATEAUX REPAS
DOSETTE DE SEL ET POIVRE  PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
DOSETTE/VINAIGRE BALSAMIQUE,Z_PRESTATION ANNEXE,PLATEAUX REPAS
DUO/FROMAGES,Z_PRESTATION ANNEXE,PLATEAUX REPAS
DUO/TOMATE/MOZZARELLA BUFFALA,Z_PRESTATION ANNEXE,PLATEAUX REPAS
ECLAIR VANILLE AU ECLATS DE CHOCOLAT,Z_PRESTATION ANNEXE,PLATEAUX REPAS
ENTREMET MOUSSE CHOCOLAT,Z_PRESTATION ANNEXE,PLATEAUX REPAS
ESCALOPE DE VEAU MILANAISE */ HC,Z_PRESTATION ANNEXE,PLATEAUX REPAS
FENOUIL FLAMBE AU PASTIS */ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
FENOUIL PERSILLE */ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
FORET NOIRE */ PLATEAU (4 PCE = 48 PART),Z_PRESTATION ANNEXE,PLATEAUX REPAS
FRAICHEUR DE PETITS POIS IODEE */ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
GATEAU FRUIT ROUGE/CREME BRULEE */ PLATEAU (8 PCE),Z_PRESTATION ANNEXE,PLATEAUX REPAS
GRATIN DE CHOU FLEUR /* (PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
HARICOTS VERTS PERSILLES */ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
JEUNE POUSSE DE BREBIS/ PLATEAU REPAS,Z_PRESTATION ANNEXE,PLATEAUX REPAS
MAGRET CANARD AU MIEL */ PLATEAU (BC),Z_PRESTATION ANNEXE,PLATEAUX REPAS
MAGRET CANARD AU SOJA */ PLATEAU (BC),Z_PRESTATION ANNEXE,PLATEAUX REPAS
MAGRET CANARD SCE ORANGE*/(PLATEAU) (BC),Z_PRESTATION ANNEXE,PLATEAUX REPAS
MAKI MANGUE/AVOCAT/POISSON,Z_PRESTATION ANNEXE,PLATEAUX REPAS
MAKI SURIMI,Z_PRESTATION ANNEXE,PLATEAUX REPAS
MEDAILLON FOIE GRAS/CONFIT D'OIGNON*/(PLATEAU),Z_PRESTATION ANNEXE,PLATEAUX REPAS
MELON AU JAMBON CRU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
OEUF MIMOSA /PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
OMELETTE AUX CHAMPIGNONS DE PARIS,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PALET SABLE CARAMEL,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PAVE DE SAUMON FRAIS GRILLE */,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PAVE DE SAUMON MARINE AUX SESAMES,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PAVE RUSTIQUE */ PLATEAU (50GR),Z_PRESTATION ANNEXE,PLATEAUX REPAS
PAVE SAUMON SCE BEURRE BLANC*/(PLATEAU) (BC),Z_PRESTATION ANNEXE,PLATEAUX REPAS
PAVE SAVEUR */ PLATEAU (50GR),Z_PRESTATION ANNEXE,PLATEAUX REPAS
PLATEAU FROMAGE BUFFET */,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PLATEAU PULPE 5 COMPOSANTS,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PLATEAU REPAS LUXE + VERRE,Z_PRESTATION ANNEXE,PLATEAUX REPAS
POELEE PROVENCALE */ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
POIREAU ROTI*/,Z_PRESTATION ANNEXE,PLATEAUX REPAS
POIREAU VINAIGRETTE/PARMESAN,Z_PRESTATION ANNEXE,PLATEAUX REPAS
POIS GOURMAND */ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
POMME DE TERRE EN PUREE */ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
POMME DE TERRE SAUTEE*/,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PUREE DE LENTILLES / PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PUREE DE PANAIS,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PUREE DE PT POIS MENTHOLE */ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PUREE DE VITELOTTE*/ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PUREE PATATE DOUCE*/ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
PUREE PDT MAISON*/ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
RISOTTO AUX CEPES */ BC,Z_PRESTATION ANNEXE,PLATEAUX REPAS
RIZ AU POUSSE DE BAMBOU*/ PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
ROTI VEAU AU THYM AU JUS*/ PLATEAU (HC),Z_PRESTATION ANNEXE,PLATEAUX REPAS
ROTI VEAU ROMARIN DANS SON JUS*/ PLATEAU (HC),Z_PRESTATION ANNEXE,PLATEAUX REPAS
SAINT FELICIEN /PLATEAU,Z_PRESTATION ANNEXE,PLATEAUX REPAS
